PRMS_segid,comid_down,comid_seg,comid_cat
1_1,1748535,1748535,1748535
10_1,1748727,1748727,1748727
11_1,1748743,1748743,1748743
111_1,2612794,2612794,2612794
112_1,2612822,2612792;2612808;2612818;2612820;2612822;2612922;2612924;2612928,2612788;2612790;2612792;2612796;2612798;2612800;2612802;2612804;2612806;2612808;2612810;2612812;2612814;2612816;2612818;2612820;2612822;2612922;2612924;2612926;2612928;2612954;2612956;2612958
113_1,2612826,2612826,2612824;2612826;2612960
114_1,2612842,2612828;2612842;2612934;2612936,2612828;2612830;2612842;2612848;2612930;2612934;2612936;2612962
115_1,2612920,2612780;2612782;2612920;2612948;2612950;2612952,2612780;2612782;2612920;2612948;2612950;2612952
116_1,2612932,2612932,2612932
117_1,2612942,2612942,2612942
118_1,2613340,2613340,2613340
119_1,2613342,2613320;2613324;2613336;2613342;2614048;2614050,2613320;2613324;2613326;2613336;2613338;2613342;2614048;2614050
12_1,1748745,1748745,1748745
120_1,2613498,2613356;2613368;2613376;2613384;2613396;2613432;2613498;2614014,2613346;2613354;2613356;2613368;2613372;2613376;2613378;2613384;2613386;2613396;2613398;2613432;2613434;2613498;2614010;2614012;2614014
121_1,2613528,2612838;2612840;2612844;2612850;2612856;2612860;2612940;2612944;2613436;2613444;2613456;2613460;2613474;2613484;2613514;2613518;2613528;2613532;2613538;2613544;2613546;2613548;2613564;2613566;2613572;2613580;2613596;2613600;2613614;2613622;2613624,2612832;2612834;2612838;2612840;2612844;2612846;2612850;2612852;2612854;2612856;2612858;2612860;2612862;2612864;2612938;2612940;2612944;2613316;2613318;2613322;2613328;2613330;2613332;2613334;2613348;2613436;2613444;2613446;2613448;2613454;2613456;2613460;2613462;2613464;2613474;2613484;2613494;2613500;2613504;2613506;2613514;2613516;2613518;2613520;2613522;2613524;2613526;2613528;2613530;2613532;2613538;2613540;2613542;2613544;2613546;2613548;2613550;2613552;2613554;2613556;2613562;2613564;2613566;2613568;2613570;2613572;2613576;2613580;2613582;2613596;2613598;2613600;2613606;2613608;2613614;2613616;2613618;2613620;2613622;2613624;2613638;2613652;2613684;932040215;932040217
122_1,2613578,2613508;2613512;2613578,2613344;2613350;2613352;2613358;2613360;2613362;2613392;2613394;2613402;2613404;2613490;2613492;2613496;2613502;2613508;2613510;2613512;2613578;2613998;2614000;2614002;2614004;2614006;2614008
123_1,2613738,2613588;2613590;2613594;2613602;2613626;2613630;2613634;2613674;2613688;2613738;2614072;2614076,2613466;2613468;2613584;2613586;2613588;2613590;2613592;2613594;2613602;2613604;2613626;2613628;2613630;2613632;2613634;2613636;2613672;2613674;2613688;2613698;2613704;2613706;2613708;2613710;2613718;2613722;2613728;2613734;2613738;2614058;2614070;2614072;2614074;2614076
124_1,2613826,2613426;2613472;2613476;2613486;2613534;2613558;2613678;2613686;2613724;2613748;2613798;2613826;2613828;2613834;2613838;2613840;2613844;2613852;2614056;2614068,2613408;2613410;2613422;2613424;2613426;2613430;2613470;2613472;2613476;2613478;2613486;2613488;2613534;2613536;2613558;2613574;2613644;2613650;2613660;2613676;2613678;2613686;2613690;2613724;2613726;2613748;2613788;2613790;2613798;2613806;2613808;2613818;2613820;2613822;2613826;2613828;2613830;2613832;2613834;2613836;2613838;2613840;2613842;2613844;2613852;2613854;2613856;2613866;2613870;2613872;2613884;2613886;2613912;2614022;2614024;2614032;2614036;2614038;2614040;2614054;2614056;2614068;2614102;2614108;2614156;2614172;2614224;2614228;2614234
125_1,2614018,2613370;2613380;2613388;2613414;2613442;2613450;2613994;2614016;2614018,2613364;2613370;2613374;2613380;2613382;2613388;2613390;2613414;2613416;2613442;2613450;2613452;2613458;2613990;2613992;2613994;2613996;2614016;2614018
1252_1,8074660,8074660;8075732,8074660;8075732
1253_1,8075214,8074570;8074572;8074582;8074586;8074588;8075214,8074566;8074570;8074572;8074582;8074584;8074586;8074588;8074594;8074598;8074600;8074602;8074606;8074608;8074616;8074618;8074622;8074628;8074630;8074632;8074634;8074636;8074658;8074676;8074684;8074690;8075214;8075724
1254_1,8075756,8074702;8075254;8075734;8075736;8075744;8075750;8075752;8075754;8075756,8074674;8074678;8074686;8074688;8074700;8074702;8074708;8074714;8074720;8074726;8074728;8074730;8074732;8074736;8074738;8074740;8074748;8074766;8074778;8075254;8075734;8075736;8075738;8075740;8075744;8075748;8075750;8075752;8075754;8075756;8075758;8075760;8075768;8075770;8075772;8075776;8075850
1255_1,8075784,8074742;8074750;8074752;8074754;8074756;8074768;8074770;8074780;8074788;8074792;8074796;8074798;8074802;8074804;8074806;8074808;8074810;8075258;8075268;8075276;8075284;8075762;8075764;8075784;8075786,8074742;8074750;8074752;8074754;8074756;8074758;8074760;8074762;8074764;8074768;8074770;8074772;8074774;8074776;8074780;8074782;8074784;8074786;8074788;8074792;8074794;8074796;8074798;8074800;8074802;8074804;8074806;8074808;8074810;8074818;8075258;8075262;8075264;8075266;8075268;8075272;8075274;8075276;8075278;8075282;8075284;8075286;8075288;8075290;8075292;8075294;8075298;8075300;8075340;8075762;8075764;8075766;8075774;8075780;8075784;8075786;8075790;8075796;8075798;8075802
1256_1,8075804,8075804,8074842;8074844;8074854;8074866;8074872;8074880;8074882;8075318;8075804;8075806;8075858;8077500
1257_1,8075808,8074834;8074846;8074850;8074856;8074870;8074886;8074900;8074902;8074904;8075310;8075324;8075808;8075812;8075816;8076746;8076748;8076756;8076760;8077498;8077508;8077726;8077728;8077732;8080132,8074812;8074814;8074816;8074820;8074822;8074826;8074828;8074830;8074832;8074834;8074836;8074838;8074840;8074846;8074848;8074850;8074852;8074856;8074858;8074860;8074870;8074874;8074876;8074878;8074884;8074886;8074888;8074890;8074892;8074894;8074896;8074900;8074902;8074904;8074906;8074908;8074910;8074912;8074914;8074916;8074924;8074926;8074928;8075296;8075302;8075304;8075306;8075308;8075310;8075312;8075314;8075316;8075324;8075326;8075808;8075810;8075812;8075814;8075816;8075818;8075820;8075822;8075824;8075826;8075852;8075856;8075860;8075862;8076742;8076746;8076748;8076756;8076760;8076792;8076814;8076872;8076874;8076876;8076892;8076894;8076912;8076914;8076916;8076918;8076920;8076924;8076940;8077014;8077028;8077496;8077498;8077508;8077512;8077514;8077516;8077518;8077524;8077532;8077536;8077554;8077560;8077726;8077728;8077730;8077732;8077788;8077790;8077792;8077794;8077796;8077798;8077800;8077804;8077806;8078054;8079964;8080122;8080132;8080214
1258_1,8076762,8074920;8076728;8076736;8076762;8076764;8078032,8074918;8074920;8074922;8076724;8076726;8076728;8076730;8076734;8076736;8076752;8076762;8076764;8076766;8076768;8076770;8076774;8076840;8077986;8078032;8078034;8079966
1259_1,8076836,8076812;8076818;8076836;8076848;8076904;8076910;8076958;8076960;8076988;8076994;8077002;8077008;8077012;8077558;8077566;8077578;8077588;8077590;8077598;8077808;8077810;8077812;8077818;8077822;8077824;8077828;8077830;8077832;8077834,8076812;8076816;8076818;8076836;8076842;8076848;8076878;8076880;8076888;8076898;8076904;8076908;8076910;8076958;8076960;8076962;8076966;8076972;8076988;8076990;8076992;8076994;8077000;8077002;8077008;8077012;8077016;8077056;8077058;8077060;8077064;8077072;8077084;8077528;8077538;8077548;8077552;8077558;8077566;8077568;8077572;8077578;8077586;8077588;8077590;8077592;8077594;8077598;8077600;8077628;8077632;8077636;8077638;8077802;8077808;8077810;8077812;8077814;8077816;8077818;8077820;8077822;8077824;8077826;8077828;8077830;8077832;8077834;8077836;8077848
126_1,2614120,2614092;2614100;2614106;2614112;2614114;2614118;2614120,2613664;2613666;2613668;2613670;2613694;2613696;2613700;2613702;2613730;2613732;2613736;2613742;2613744;2613746;2613754;2613756;2613758;2613760;2613776;2613778;2613780;2613782;2613802;2613810;2614026;2614028;2614030;2614034;2614082;2614084;2614086;2614088;2614090;2614092;2614094;2614096;2614098;2614100;2614104;2614106;2614110;2614112;2614114;2614116;2614118;2614120;2614216
1260_1,8077030,8077030,8077030
1261_1,8077194,8077194;8077208;8077218;8077934;8077936;8077948,8077194;8077208;8077218;8077226;8077934;8077936;8077938;8077948
1262_1,8077776,8077520;8077776,8076844;8077520;8077776
1263_1,8077930,8077898;8077904;8077906;8077908;8077926;8077930;8078048;8080156;8080202,8077204;8077212;8077214;8077220;8077222;8077228;8077230;8077232;8077234;8077242;8077244;8077246;8077248;8077250;8077254;8077258;8077276;8077280;8077284;8077288;8077292;8077294;8077298;8077648;8077656;8077660;8077664;8077666;8077668;8077684;8077686;8077880;8077886;8077888;8077898;8077900;8077902;8077904;8077906;8077908;8077910;8077912;8077926;8077930;8077932;8077940;8077950;8077952;8077954;8077956;8077958;8077978;8077992;8077994;8077996;8078036;8078048;8080156;8080202;8080206;8080208
1264_1,8078046,8077094;8077096;8077112;8077128;8077134;8077140;8077142;8077146;8077148;8077150;8077154;8077164;8077166;8077174;8077196;8077202;8077642;8077646;8077864;8077866;8077876;8077882;8077894;8077914;8077920;8078044;8078046,8077090;8077094;8077096;8077102;8077104;8077112;8077118;8077128;8077134;8077140;8077142;8077146;8077148;8077150;8077154;8077156;8077158;8077160;8077164;8077166;8077172;8077174;8077178;8077182;8077186;8077188;8077196;8077198;8077200;8077202;8077216;8077224;8077240;8077264;8077266;8077268;8077270;8077272;8077278;8077282;8077286;8077290;8077296;8077300;8077302;8077304;8077306;8077308;8077310;8077312;8077642;8077644;8077646;8077652;8077654;8077672;8077676;8077678;8077680;8077682;8077688;8077690;8077692;8077694;8077856;8077858;8077864;8077866;8077868;8077870;8077872;8077874;8077876;8077878;8077882;8077884;8077894;8077896;8077914;8077916;8077918;8077920;8077922;8077942;8077944;8077946;8077960;8077962;8077964;8077966;8077968;8077970;8077972;8077974;8077976;8077980;8077982;8077988;8078044;8078046
1265_1,8080210,8076852;8077736;8077738;8077740;8077744;8077750;8077754;8077756;8077760;8077764;8077768;8077770;8077774;8078050;8080210,8075322;8076732;8076738;8076740;8076744;8076750;8076754;8076758;8076772;8076778;8076782;8076788;8076796;8076800;8076802;8076804;8076806;8076808;8076822;8076824;8076834;8076846;8076852;8076856;8076858;8076862;8076864;8076866;8076868;8076870;8076882;8076884;8076886;8076896;8076900;8076902;8076906;8077502;8077504;8077506;8077510;8077522;8077540;8077556;8077562;8077564;8077576;8077724;8077734;8077736;8077738;8077740;8077742;8077744;8077746;8077748;8077750;8077752;8077754;8077756;8077758;8077760;8077762;8077764;8077766;8077768;8077770;8077772;8077774;8077984;8078040;8078042;8078050;8078052;8080210
1266_1,8080218,8074184;8074196;8074230;8074258;8074268;8074274;8074300;8074302;8075130;8075430;8075432;8075490;8075494;8080218;166178348;166178349,8074142;8074156;8074182;8074184;8074186;8074188;8074190;8074192;8074196;8074202;8074206;8074208;8074210;8074230;8074232;8074258;8074268;8074272;8074274;8074286;8074300;8074302;8074304;8074346;8074348;8074366;8074402;8074410;8074418;8074420;8074424;8074436;8074450;8074452;8074454;8074456;8074460;8075096;8075098;8075100;8075104;8075106;8075114;8075116;8075122;8075126;8075128;8075130;8075134;8075136;8075140;8075142;8075144;8075152;8075154;8075376;8075408;8075430;8075432;8075490;8075494;8075514;8075520;8080218;25039960;25039962;166178348;166178349
127_1,2614122,2614062;2614064;2614078;2614122,2613406;2613412;2613418;2613420;2613428;2613438;2613440;2613560;2613658;2613662;2613692;2614020;2614052;2614060;2614062;2614064;2614066;2614078;2614080;2614122;2614212
128_1,2614136,2614126;2614132;2614136,2613792;2613800;2613812;2614124;2614126;2614128;2614130;2614132;2614134;2614136
129_1,2614144,2614140;2614144,2613480;2613482;2613610;2613612;2613640;2613642;2613646;2613648;2613654;2613656;2613680;2613682;2613712;2613714;2613716;2613720;2613750;2613752;2613762;2613764;2613768;2613770;2613784;2613786;2613794;2613796;2613804;2613814;2613816;2613824;2614140;2614142;2614144;2614214;2614218;2614240
13_1,1748753,1748753,1748753
130_1,2614146,2614146,2614146
131_1,2614210,2614162;2614164;2614168;2614176;2614182;2614184;2614188;2614194;2614202;2614206;2614210,2613846;2613862;2613864;2613868;2613878;2613880;2613882;2613892;2613894;2613896;2613898;2613900;2613906;2613908;2613910;2613914;2613916;2613920;2613924;2613930;2613934;2614152;2614158;2614160;2614162;2614164;2614166;2614168;2614170;2614176;2614178;2614180;2614182;2614184;2614186;2614188;2614190;2614192;2614194;2614200;2614202;2614204;2614206;2614210;2614230;2614232;2614236;2616548;2616562;2616564;2616570;2616572;2616574;2616578;2616586;2622192;932040087;932040139;932040140
132_1,2614238,2614138;2614238;2614242,2614138;2614238;2614242
133_1,2615122,2615082;2615084;2615086;2615102;2615106;2615108;2615114;2615116;2615122;2615258;2615266;2615268;2615270;2615272;2615276;2615284;2615286,2615074;2615076;2615080;2615082;2615084;2615086;2615088;2615096;2615098;2615100;2615102;2615106;2615108;2615110;2615112;2615114;2615116;2615118;2615120;2615122;2615124;2615126;2615128;2615130;2615254;2615258;2615260;2615264;2615266;2615268;2615270;2615272;2615276;2615278;2615280;2615282;2615284;2615286;2615288;2615290;2615292;2615330;2615332;2615334
134_1,2615318,2615318;2617558;2617562;2617570;2617572;2617576,2615318;2617126;2617132;2617134;2617144;2617146;2617148;2617150;2617152;2617154;2617156;2617160;2617162;2617164;2617170;2617178;2617180;2617184;2617186;2617188;2617190;2617192;2617194;2617196;2617198;2617200;2617202;2617204;2617206;2617208;2617210;2617212;2617214;2617216;2617218;2617544;2617546;2617548;2617556;2617558;2617560;2617562;2617564;2617566;2617568;2617570;2617572;2617574;2617576;2617720;2617722;2617726;2617728;2617730;2617732;2617734;2617736;2617738;2617740;24943761;166178298;166178299;166178300
135_1,2617174,2615136;2615154;2615160;2615162;2615166;2615180;2615186;2615336;2617108;2617120;2617168;2617174;2617536;24943765;932040138;932040321;932040322,2615134;2615136;2615138;2615140;2615144;2615146;2615148;2615150;2615152;2615154;2615156;2615158;2615160;2615162;2615164;2615166;2615168;2615170;2615172;2615174;2615176;2615178;2615180;2615182;2615186;2615188;2615190;2615192;2615194;2615296;2615300;2615302;2615306;2615308;2615336;2615338;2615340;2615342;2615346;2615348;2615350;2615352;2615354;2615356;2617048;2617060;2617100;2617108;2617120;2617166;2617168;2617174;2617536;2617746;24943765;932040138;932040321;932040322
136_1,2617252,2616950;2616958;2617252;2617256,2615060;2615062;2615064;2615066;2615070;2615072;2615078;2615090;2615092;2615094;2615104;2615274;2615322;2615324;2615326;2615328;2616894;2616896;2616904;2616906;2616926;2616928;2616942;2616948;2616950;2616956;2616958;2617252;2617256;2617632;2617680
137_1,2617286,2614208;2617268;2617272;2617280;2617284;2617286;2617748;2617750;2622196;2622198,2613848;2613850;2613858;2613860;2613874;2613876;2613888;2613890;2613902;2613904;2613918;2613922;2613926;2613928;2613936;2613938;2613940;2614148;2614150;2614154;2614174;2614196;2614198;2614208;2614220;2614222;2614226;2616550;2616552;2616554;2616558;2616560;2616566;2616568;2616576;2616580;2616582;2616584;2616588;2616590;2616592;2616594;2616596;2616598;2616600;2616602;2616604;2616606;2616608;2616610;2616618;2616620;2617238;2617242;2617266;2617268;2617270;2617272;2617274;2617276;2617278;2617280;2617282;2617284;2617286;2617578;2617580;2617588;2617590;2617594;2617600;2617612;2617742;2617744;2617748;2617750;2622196;2622198
138_1,2617290,2617290,2616612;2616614;2616616;2616628;2616630;2616634;2616636;2616638;2616640;2616642;2616660;2616662;2616664;2616666;2616668;2616676;2616678;2616686;2616688;2616690;2616692;2617288;2617290;2617294;2617306;2617604;2617610;2617622;2617626;2617628;2617634;2617636;2617640
139_1,2617324,2617324;2617364,2616644;2616646;2616710;2617300;2617302;2617304;2617324;2617326;2617364;2617602;2617606
14_1,1748759,1748755;1748759,1748605;1748729;1748755;1748757;1748759
140_1,2617366,2617298;2617308;2617318;2617348;2617366;2617368;2617374,2616624;2616626;2616632;2616656;2616658;2616694;2616708;2616712;2616726;2616728;2617244;2617246;2617296;2617298;2617308;2617310;2617312;2617316;2617318;2617338;2617340;2617348;2617350;2617366;2617368;2617372;2617374;2617376;2617378;2617380;2617382;2617614;2617616;2617630;2617638
141_1,2617370,2616778;2616798;2616802;2616824;2616840;2616848;2616850;2616854;2616858;2616860;2617248;2617370;2617668,2616714;2616716;2616718;2616724;2616730;2616734;2616736;2616738;2616740;2616742;2616750;2616752;2616758;2616766;2616770;2616776;2616778;2616786;2616792;2616794;2616796;2616798;2616800;2616802;2616804;2616806;2616808;2616818;2616822;2616824;2616832;2616840;2616844;2616848;2616850;2616854;2616858;2616860;2616864;2616866;2616868;2616888;2616890;2616898;2616900;2616902;2616908;2616910;2616918;2616922;2616924;2616930;2617248;2617250;2617370;2617388;2617390;2617398;2617400;2617406;2617408;2617410;2617412;2617414;2617416;2617418;2617420;2617422;2617434;2617446;2617448;2617450;2617452;2617454;2617644;2617648;2617652;2617654;2617656;2617662;2617664;2617668;2617670;2617672;2617674;2617676;2617682;2617684;2617686;2617690;2617692;2617698
142_1,2617440,2617440,2617440
143_1,2617442,2617328;2617332;2617346;2617356;2617358;2617362;2617384;2617392;2617404;2617430;2617442;2617444,2616622;2616648;2616650;2616652;2616654;2616670;2616672;2616674;2616680;2616682;2616684;2616696;2616698;2616700;2616702;2616704;2616706;2616720;2616722;2616732;2616744;2616746;2616748;2616754;2616756;2616760;2616762;2616764;2616768;2616772;2616774;2616780;2616782;2616784;2616788;2616790;2616810;2616812;2616814;2616816;2616820;2616826;2616828;2616830;2616834;2616836;2616838;2616842;2616846;2616852;2616856;2616862;2616870;2616872;2616874;2616876;2616878;2616880;2616882;2616884;2616886;2616892;2616912;2616914;2616916;2616920;2616932;2616934;2616936;2616938;2616940;2616944;2616946;2616952;2616954;2616960;2616962;2617292;2617314;2617320;2617322;2617328;2617330;2617332;2617334;2617336;2617342;2617344;2617346;2617352;2617354;2617356;2617358;2617360;2617362;2617384;2617386;2617392;2617394;2617396;2617402;2617404;2617424;2617426;2617428;2617430;2617432;2617436;2617438;2617442;2617444;2617460;2617466;2617468;2617582;2617584;2617586;2617592;2617596;2617598;2617608;2617618;2617620;2617624;2617642;2617646;2617650;2617658;2617660;2617666;2617678;2617688;2617694;2617696;2617702
144_1,2617456,2617456,2617456
145_1,2617490,2617464;2617472;2617476;2617486;2617490,2615132;2615294;2615344;2616964;2616966;2616968;2616972;2616980;2616982;2616988;2616990;2616996;2617012;2617014;2617018;2617030;2617044;2617254;2617458;2617462;2617464;2617470;2617472;2617474;2617476;2617478;2617482;2617484;2617486;2617490;2617700
146_1,2617492,2617038;2617050;2617052;2617062;2617080;2617084;2617086;2617088;2617094;2617102;2617106;2617492,2616970;2616974;2616976;2616978;2616984;2616986;2616992;2616994;2616998;2617000;2617002;2617004;2617006;2617008;2617010;2617016;2617020;2617022;2617024;2617026;2617028;2617032;2617034;2617036;2617038;2617040;2617042;2617046;2617050;2617052;2617054;2617062;2617064;2617066;2617068;2617070;2617074;2617080;2617082;2617084;2617086;2617088;2617090;2617094;2617096;2617102;2617104;2617106;2617124;2617480;2617488;2617492;2617498;2617500;2617502;2617508;2617518;2617704;2617706;2617708;2617710;2617712;2617714
147_1,2617552,2617182;2617552,2615196;2615198;2615200;2615202;2615310;2615312;2615358;2615360;2617176;2617182;2617550;2617552
148_1,2617554,2617494;2617506;2617512;2617516;2617522;2617524;2617526;2617532;2617538;2617554,2617056;2617058;2617072;2617076;2617078;2617098;2617110;2617112;2617114;2617116;2617118;2617122;2617128;2617130;2617136;2617138;2617140;2617142;2617158;2617494;2617496;2617504;2617506;2617510;2617512;2617514;2617516;2617520;2617522;2617524;2617526;2617528;2617530;2617532;2617534;2617538;2617540;2617542;2617554;2617716;2617718;2617724
149_1,2619256,2615320;2619254;2619256,2615210;2615212;2615214;2615314;2615316;2615320;2615362;2615364;2619180;2619252;2619254;2619256;2619262
15_1,1748773,1748763;1748765;1748771;1748773,1748569;1748571;1748591;1748615;1748725;1748731;1748749;1748751;1748763;1748765;1748767;1748769;1748771;1748773;1748775;1748781
150_1,2739446,2739324;2739334;2739344;2739374;2739378;2739384;2739422;2739442;2739446;2739732;2739746;2739802,2739324;2739326;2739330;2739334;2739336;2739338;2739344;2739346;2739348;2739350;2739352;2739354;2739356;2739358;2739360;2739362;2739370;2739372;2739374;2739376;2739378;2739382;2739384;2739402;2739404;2739414;2739420;2739422;2739424;2739442;2739446;2739732;2739734;2739736;2739738;2739740;2739744;2739746;2739790;2739802;2739804;2739806;2739868;2739870;2739872;2739874;2739878;2739880;2739882;2739888;2739896;2739960;24944103;24944111
151_1,2739472,2739472,2739472;2739750;2739902
152_1,2739748,2739368;2739396;2739408;2739418;2739724;2739726;2739748;2739798,2739318;2739320;2739322;2739328;2739332;2739340;2739342;2739364;2739366;2739368;2739380;2739392;2739394;2739396;2739398;2739400;2739406;2739408;2739412;2739416;2739418;2739426;2739438;2739724;2739726;2739728;2739730;2739748;2739798;2739800;2739808;2739866;2739876;2739884;2739890
153_1,2739766,2739490;2739766,2739386;2739388;2739390;2739410;2739428;2739430;2739434;2739454;2739456;2739490;2739742;2739756;2739760;2739766;2739886;2739892;2739898;2739906
154_1,2739772,2739470;2739758;2739772;2739824,2739432;2739444;2739452;2739458;2739466;2739470;2739752;2739754;2739758;2739772;2739810;2739814;2739820;2739824;2739910;2739958;24944099
155_1,2739774,2739546;2739548;2739552;2739554;2739774,2739480;2739482;2739502;2739506;2739518;2739520;2739522;2739524;2739526;2739532;2739534;2739536;2739538;2739542;2739544;2739546;2739548;2739550;2739552;2739554;2739558;2739560;2739562;2739570;2739768;2739774;2739826;2739828;2739830;2739832;2739838;2739912;2739918;2739920
156_1,2739776,2739776,2739776
157_1,2739540,2739540,2739496;2739498;2739500;2739540
158_1,2741462,2741390;2741462;2742486;2742500;2742502;2742506;2742512;2742516;2742538;2742544;2742546;2742556;2742562;2742568;2742572;2742576;2742582;2742590;2743082;2743132;2743138;2743140;2743148;2743150;2743160;2743162;2743164;2743166;2743172;2743174;2743182;2743184;2743194;2743202;2743206;2743486;2743500;2743508;2743512;2743518;2743520;2743522;2744672;2744678,2739620;2739644;2739658;2739660;2739662;2739664;2739678;2739698;2739700;2739702;2739848;2739850;2739922;2739930;2739944;2741390;2741462;2742436;2742440;2742448;2742452;2742466;2742468;2742470;2742486;2742490;2742500;2742502;2742506;2742508;2742510;2742512;2742514;2742516;2742518;2742538;2742544;2742546;2742556;2742562;2742568;2742572;2742574;2742576;2742578;2742580;2742582;2742590;2742594;2742596;2742606;2742614;2742616;2742618;2742620;2742622;2742624;2742628;2742630;2742638;2742640;2742644;2742648;2742656;2742658;2742660;2742664;2742672;2742674;2742678;2742682;2742698;2742704;2742706;2742722;2742724;2742728;2742740;2742746;2742758;2742760;2742788;2742794;2742814;2742822;2742824;2742828;2742832;2742848;2743082;2743090;2743110;2743132;2743134;2743136;2743138;2743140;2743142;2743144;2743146;2743148;2743150;2743152;2743154;2743156;2743160;2743162;2743164;2743166;2743172;2743174;2743176;2743182;2743184;2743186;2743194;2743200;2743202;2743204;2743206;2743316;2743418;2743448;2743458;2743486;2743488;2743490;2743492;2743500;2743508;2743510;2743512;2743514;2743516;2743518;2743520;2743522;2744666;2744672;2744678;932040211;932040212
159_1,2742534,2742534;2742540;2743196;2743502,2742456;2742528;2742534;2742540;2743196;2743502;2743504;2743506
16_1,1749281,1748607;1749205;1749217;1749223;1749229;1749237;1749241;1749245;1749247;1749253;1749257;1749259;1749261;1749273;1749277;1749281;1749287;1749377;1749399,1748599;1748601;1748603;1748607;1748617;1748787;1749159;1749161;1749163;1749165;1749169;1749171;1749175;1749177;1749183;1749185;1749187;1749189;1749191;1749193;1749195;1749197;1749199;1749203;1749205;1749207;1749209;1749211;1749213;1749215;1749217;1749221;1749223;1749229;1749231;1749233;1749235;1749237;1749239;1749241;1749243;1749245;1749247;1749249;1749253;1749257;1749259;1749261;1749267;1749269;1749271;1749273;1749277;1749281;1749287;1749299;1749377;1749389;1749393;1749395;1749399;1749409;1749411;1749413;1749419;1752833
160_1,2742550,2742550,2742550;2742552;2742558
161_1,2742586,2742586,2742586
162_1,2742844,2742844,2742844
163_1,2742850,2742684;2742688;2742734;2742778;2742800;2742806;2742818;2742826;2742846;2742850;2742852;2743092;2743454,2742554;2742564;2742584;2742646;2742650;2742654;2742666;2742668;2742676;2742684;2742686;2742688;2742694;2742696;2742718;2742726;2742734;2742736;2742752;2742768;2742778;2742782;2742798;2742800;2742806;2742808;2742812;2742816;2742818;2742826;2742830;2742840;2742842;2742846;2742850;2742852;2742856;2742858;2742860;2742864;2742878;2742880;2742884;2742886;2742888;2742890;2742894;2742898;2742904;2742906;2742918;2742926;2742934;2742938;2742940;2743084;2743088;2743092;2743094;2743096;2743098;2743102;2743104;2743106;2743108;2743114;2743116;2743290;2743298;2743300;2743304;2743330;2743334;2743336;2743370;2743372;2743438;2743444;2743452;2743454;2743460;2743468;2743470;2743472
164_1,2742870,2742870;2742874;2742892;2742922;2742954;2742962;2742982;2743000;2743006;2743018;2743020;2743126;2743396;2743400,2742870;2742872;2742874;2742876;2742882;2742892;2742896;2742900;2742902;2742908;2742910;2742912;2742914;2742916;2742920;2742922;2742924;2742928;2742930;2742932;2742936;2742942;2742944;2742946;2742948;2742950;2742952;2742954;2742956;2742958;2742960;2742962;2742964;2742966;2742968;2742970;2742972;2742974;2742976;2742978;2742980;2742982;2742984;2742986;2742988;2742990;2742992;2742994;2742996;2742998;2743000;2743002;2743004;2743006;2743008;2743010;2743012;2743014;2743016;2743018;2743020;2743118;2743120;2743122;2743124;2743126;2743354;2743356;2743358;2743360;2743362;2743364;2743366;2743368;2743374;2743376;2743378;2743380;2743382;2743384;2743386;2743388;2743390;2743392;2743394;2743396;2743398;2743400;2743462;2743464;2743474;2743476;2743478;2743480;2743482;2743484
165_1,2743190,2739578;2739582;2739592;2739616;2739630;2739696;2743078;2743158;2743190;2743524,2739436;2739440;2739448;2739450;2739460;2739462;2739464;2739468;2739474;2739476;2739478;2739484;2739486;2739488;2739492;2739494;2739504;2739508;2739510;2739512;2739514;2739516;2739528;2739530;2739566;2739568;2739574;2739578;2739580;2739582;2739588;2739590;2739592;2739594;2739596;2739602;2739608;2739614;2739616;2739626;2739628;2739630;2739632;2739696;2739762;2739778;2739812;2739816;2739818;2739822;2739840;2739842;2739844;2739894;2739900;2739904;2739908;2739914;2739916;2739924;2739928;2739946;2743078;2743158;2743190;2743524
166_1,2743192,2742450;2742464;2742472;2742476;2742478;2742494;2742498;2743080;2743170;2743178;2743180;2743188;2743192,2739556;2739564;2739572;2739576;2739584;2739586;2739598;2739600;2739604;2739606;2739610;2739612;2739618;2739622;2739624;2739634;2739636;2739638;2739640;2739642;2739646;2739648;2739650;2739652;2739654;2739656;2739666;2739668;2739670;2739672;2739674;2739676;2739680;2739682;2739684;2739686;2739688;2739690;2739692;2739694;2739780;2739782;2739784;2739788;2739792;2739834;2739836;2739846;2739852;2739854;2739856;2739858;2739860;2739862;2739926;2739932;2739934;2739936;2739938;2739940;2739942;2739948;2739950;2739952;2739954;2739956;2739962;2742438;2742442;2742444;2742446;2742450;2742454;2742458;2742460;2742462;2742464;2742472;2742474;2742476;2742478;2742480;2742482;2742484;2742488;2742492;2742494;2742496;2742498;2742504;2742520;2742522;2742524;2742526;2742530;2742532;2742536;2742542;2742548;2742560;2743076;2743080;2743168;2743170;2743178;2743180;2743188;2743192;2743208;2743212;2743214;2743402;2743404;2743408;2743412;2743416;2743420;2743422;2743494;2743496;2743498;932040208;932040209;932040219;932040220;932040222;932040223;932040224
167_1,2743198,2743198,2743198
